post_id,username,is_verified,text,like_count,reply_count,repost_count,quote_count,reshare_count,is_reply,permalink,taken_at,timestamp,search_keyword,post_date,text_length,total_engagement,taken_at_tpe,post_category,audience_type,has_越南簽證,has_越南電子簽,has_越南evisa,has_越南快速通關,has_快速通關,matched_keywords,is_commercial
3867650687505097319_80037290740,pierrehsu_new,False,"- 切記 -

『加熱菸跟電子菸』

昨天一如繼往過海關的時候
一經過X光機三雙眼睛同時看著我
然後第一位海關把我帶到邊邊過來問我
身上有帶菸嗎？
我拿出我的IQOS
你到知道這在越南不合法嗎？她說
我心想，可是越南路邊一堆人在兜售？

 之後等進去小房間之前
她問我一些問題
來玩幾天、帶多少錢、有沒有來過越南之類的問題
我準備走進去小房間之前
前面也一位拿著綠色護照的台灣人剛走出來
看來應該也是一位剛被攔截的苦主之一

在等待的時間
我上網查了一下關於越南持有加熱菸的相關資訊
資訊不太多，基本上都是說2025開始禁止這樣

好了！輪到我之後，她就借我的護照
登記一些資料並說這些只是一次性使用
不會造成你之後進來越南的困擾
而且今天這邊結束之後，你可以繼續你後續的行程
也可以順利的回到你的家鄉

最後，我以為只是沒收機器跟菸
天真的想法馬上就被打翻
需要罰緩
我看著單子上面寫著
3,000,000VND~10,000,000VND
嗯🙃🙃🙃🙃🙃
我被罰了300萬等於台幣大概3,640

因為你是初犯，我幫你降為最低的罰款
然後拿出匯率計算機，問我要以什麼方式付款",346,59,1,0,244,False,https://www.threads.net/@pierrehsu_new/post/DWsp88ACWJn,1775279912,2026-04-04 05:18:32+00:00,越南簽證,2026-04-04,488,650,2026-04-04 13:18:32,其他,t2,False,False,False,False,False,0,False
3867659760649284764_39395704744,gola_visa_booking,False,"小編來了～～🙋‍♀️
美食推薦Pizza 4’p、cocotte是平價法式料理、越南的法國麵包也是要嘗試的（隨便路邊買或是吃人氣店都不錯）、鐵鍋河粉也很推

會喝咖啡的話，Little HaNoi的蛋咖啡跟貢咖啡的椰子冰沙咖啡都是小編的愛😍

可以安排一天穿奧黛去各大景點拍照，很出片！
咖啡公寓、粉紅教堂、中央郵局+書街、胡志明戲院都很好拍唷～

最後要記得辦簽證唷！歡迎找我們代辦～🙋‍♀️",1,1,0,0,0,True,https://www.threads.net/@gola_visa_booking/post/DWssA-Bkqyc,1775280994,2026-04-04 05:36:34+00:00,越南簽證,2026-04-04,197,2,2026-04-04 13:36:34,商案文,t1,False,False,False,False,False,0,True
3866929447262294713_63548822612,ericlin1029,False,去越南旅遊需要注意什麼🤔？,2,14,0,0,0,False,https://www.threads.net/@ericlin1029/post/DWqF9grkRK5,1775193933,2026-04-03 05:25:33+00:00,越南簽證,2026-04-03,13,16,2026-04-03 13:25:33,其他,t2,False,False,False,False,False,0,False
3867839122929911198_73159965343,killthennie,False,"真不想一個人去越南…上次去就很不愉快了 這次航變被迫滯留兩天在胡志明
已經打算在酒店躺完這兩天了",55,39,1,0,2,False,https://www.threads.net/@killthennie/post/DWtUzCKmIWe,1775302375,2026-04-04 11:32:55+00:00,越南簽證,2026-04-04,48,97,2026-04-04 19:32:55,其他,t2,False,False,False,False,False,0,False
3868294246478987698_68678018728,nawe0405,False,"去越南旅遊多次，簽證系統依然是個謎 🌀 ​雖然現在官網更新可以「退件修改」，但有時候「人品測試」才是關鍵：
 1️⃣ 檢查 3 次也沒用： 曾遇過護照號碼被系統自動寫錯，現場直接廢掉。 
2️⃣ 資料不全陷阱： 全家 7 人只有我一直收到不全通知，無限循環失敗。
 3️⃣ 隱形成本： 最後多花 2 倍錢找代辦（總共花了 3 倍錢才拿到 😭

​如果你也打算自己辦越南簽證： 
✅ 務必預留至少 2 週以上的作業時間。 
✅ 如果被退件 2 次以上，請立刻轉找代辦，不要跟它硬碰硬！ ​

只能說大家：出國玩，能花錢解決的都是小事，拿不到簽證才是大事。 

#越南旅遊 #簽證",25,17,0,0,100,False,https://www.threads.net/@nawe0405/post/DWu8R9AEUGy,1775356630,2026-04-05 02:37:10+00:00,越南簽證,2026-04-05,288,142,2026-04-05 10:37:10,其他,t1,True,False,False,False,False,1,False
3868545086813084753_63397103849,s_ss.513,False,"要辦越南簽證最後第三步驟 點I apply to pay 
要付款的時
跳這個出來無法付款有人知道嗎😭",0,15,0,0,0,False,https://www.threads.net/@s_ss.513/post/DWv1UKRE5xR,1775386533,2026-04-05 10:55:33+00:00,越南簽證,2026-04-05,51,15,2026-04-05 18:55:33,其他,t1,True,False,False,False,False,1,False
3868711404447491732_73159965343,killthennie,False,我看好像有需要準備另紙簽？還是只用電子簽就可以入境了,0,1,0,0,0,True,https://www.threads.net/@killthennie/post/DWwbIZomGaU,1775406359,2026-04-05 16:25:59+00:00,越南簽證,2026-04-05,26,1,2026-04-06 00:25:59,其他,t1,False,False,False,False,False,0,False
3869075506609058579_64405564488,valort27812,False,"有人知道為什麼最近這2-3年外勞真的變很多嗎？
明明餐飲業不是不能請外勞 但是還是一堆？
而且還有越氏洗髮也很多越南人 到底是用什麼簽證洗進來的？",1302,180,15,2,57,False,https://www.threads.net/@valort27812/post/DWxt6yMmPMT,1775449764,2026-04-06 04:29:24+00:00,越南簽證,2026-04-06,73,1556,2026-04-06 12:29:24,其他,t1,False,False,False,False,False,0,False
3869904399989076454_63152751030,joshinchu,False,"關於越南簽證的實際申請狀況！
這次要去河內玩，
簽證申請大概來回調整有一個多月，
由於去年剛去過胡志明且簽證為自行上網填寫通過，
所以這次很有自信的再次申請以及幫同伴一起申請。

結果！
只有我沒有過，而且多次退件的問題都是：
 Please fill in all information in the declaration form.

大概重複了五、六次有，
一度懷疑上次去胡志明是不是犯法變黑名單了🥹
（開玩笑～

後來還是麻煩代辦完成簽證，也順利下來了！
主要還是提醒跟我一樣想太多的人，
時間上允許建議提早自行上網申請，
如果發現被退件，且不明原因，
就快請代辦了，不要想太多或煩惱太久。
（我就是爬文然後自己嚇自己體質）

附上越南法國麵包🥖
祝福大家不要被退件。",9,0,0,0,2,False,https://www.threads.net/@joshinchu/post/DW0qYxUEfHm,1775548575,2026-04-07 07:56:15+00:00,越南簽證,2026-04-07,340,11,2026-04-07 15:56:15,其他,t1,True,False,False,False,False,1,False
3869972115206931335_65064058891,osloowls,False,"河內去過一次，胡志明去過兩次
請問越南中部旅遊推薦嗎？
歡迎推薦自己家鄉的在台越南人吧
順便認識一下，謝謝",13,31,0,0,0,False,https://www.threads.net/@osloowls/post/DW05yKBk4OH,1775556648,2026-04-07 10:10:48+00:00,越南簽證,2026-04-07,53,44,2026-04-07 18:10:48,其他,t2,False,False,False,False,False,0,False
3870072936955294006_72423848525,gxhans777,False,"我們又來找旅遊創作者合作了！✈️

《互惠合作》
近期4-6月 會飛「越南富國島」的旅遊創作者🌴（免簽證）

粉絲：粉絲5000追蹤以上
有在經營 IG / Threads / Reels/TikTok都可以

我們會提供：
富國島 4人包車遊 5天4夜（每天可用12小時，含接送機）

📦 合作內容：
• 請提供此回 已安排的行程資料，若需要，另
  可免費提供行程諮詢與建議。
• 拍一支旅遊全程的推廣影片與寫貼文（風格自
  由發揮，影片長度約60秒或以上）
• 發到 IG / Threads / Reels 或 TikTok
• 標記我方帳號並設我方為協作者
• 此次的全程的旅遊影片與相關素材 皆可授權
  我方使用與再創作。

💡 補助說明：
• 包車費用 需先自行支付
• 回台後 附上相關資料後進行審核
• 完成合作內容後即可獲得補助金

✨ 適合這樣的你：
• 本來就喜歡拍旅遊內容
• 有自己的拍攝節奏
• 願意配合合作主題
• 不拖交件

➡️ 有興趣的底下留言報名喔！
我們極度尊重創作者的影片風格，一起把富國島拍好看、拍好玩💛",150,92,0,0,135,False,https://www.threads.net/@gxhans777/post/DW1QtTmErE2,1775568667,2026-04-07 13:31:07+00:00,越南簽證,2026-04-07,477,377,2026-04-07 21:31:07,商案文,t1,False,False,False,False,False,0,True
3869175276811569154_76471190808,girl.shoe.house,False,"最近越南是不是很夯
一直看到有人去
是好玩還是便宜🤔",70,54,0,0,16,False,https://www.threads.net/@girl.shoe.house/post/DWyEmocE8gC,1775461657,2026-04-06 07:47:37+00:00,越南簽證,2026-04-06,26,140,2026-04-06 15:47:37,其他,t2,False,False,False,False,False,0,False
3870132103820863913_77814445766,tien_0905425096,False,"你想出國旅遊，但還不知道如何辦理簽證嗎？✈️
別擔心，我目前在越南峴港提供旅遊簽證代辦服務，流程簡單、快速，費用合理。
📌 免費諮詢
📌 協助準備完整資料
📌 高成功率
只要你有旅遊計畫，其他的都交給我來處理 💼
歡迎隨時聯繫我，為你提供最快速的服務！
VIP：1500 台幣
一般：1200 台幣
#阿進越南高級包車
#司机会说中文
 #峴港旅遊
 #峴港自由行
 #峴港包車
 峴港高爾夫球場",0,0,0,0,0,False,https://www.threads.net/@tien_0905425096/post/DW1eKTCE-mp,1775575721,2026-04-07 15:28:41+00:00,越南簽證,2026-04-07,198,0,2026-04-07 23:28:41,其他,t1,False,False,False,False,False,0,False
3869426209779701155_80477430633,fuer846,False,我是越南人。為什麼台灣人更不喜歡越南工人，而不是印尼或菲律賓工人？儘管他們都是外籍勞工。大多數越南人善良友善，沒有人願意為了賺錢而離開家鄉。然而你們卻批評他們。,4804,2588,51,14,650,False,https://www.threads.net/@fuer846/post/DWy9qL-gVWj,1775491571,2026-04-06 16:06:11+00:00,越南簽證,2026-04-06,80,8107,2026-04-07 00:06:11,其他,t2,False,False,False,False,False,0,False
3870817639313126365_70992836268,amy598100,False,"越南開戶實錄 🇻🇳 帶護照就能開，一天搞定兩帳號
很多人問我：在越南買股票，手續很麻煩嗎？
其實超簡單 👇
✅ 護照正本
✅ 旅遊簽證

這樣就夠了——不需要居留證，不需要工作簽。
今天帶著我的客戶，一路從 BIDV 銀行開到富美興富鑫證券，兩個帳號全部一天完成 📋
想了解越南股票 or 房產投資，歡迎 LINE 加我 👉 homeviet

#越南股票 #越南證卷 #越南房地產 #越南買房 #越南投資",69,25,3,0,91,False,https://www.threads.net/@amy598100/post/DW36CJtkzPd,1775657444,2026-04-08 14:10:44+00:00,越南簽證,2026-04-08,203,188,2026-04-08 22:10:44,其他,t1,False,False,False,False,False,0,False
3870430457288935182_77850737190,fox_gambler,False,"台灣人 & 越南女孩 之戀曲11:
旅居 越南🇻🇳頭頓市，Saigon的後花園。
我裸辭21年，走入數字遊民行列。專注在 虛擬貨幣交易 與 合法博弈行業。東南亞國家的八大行業開放，以及免稅，我在越南淨收入確實比在台灣高。

房租是最大開銷（外國人只能住酒店）原先是住Saigon最高樓Landmark81公寓式酒店，兩室一廳1400美元/月;
其次是簽證+機票 visa run 時間成本（大約住滿80天飛鄰國） 以飛馬來西亞🇲🇾來回計算，機+酒7天+簽證，約 400美金。
也就是僅居住的方面，每3個月開銷約1400*3+400=4800 美金（約15萬台幣）

如果能辦到5年長期簽證，或拿到越南國籍，居住成本能降至500美元/月（公寓），甚至更低（民宿自建洋房），醫療也更有保障。

當然啦，現在也很熟悉Saigon 環境，知道利用娛樂業回饋福利，吃與住的方面 能省下50%，visa running到馬來西亞雲頂，也可以有10天免費住宿。
總體算下來，東南亞旅居成本比在台北還低。氣候也沒那麼壓抑。

頭頓市，臨海，全年25-30度，距離胡志明市區車程1小時，很多台商選擇在這娶小三養老。推薦！",76,17,0,0,22,False,https://www.threads.net/@fox_gambler/post/DW2h_6Wj0cO,1775611286,2026-04-08 01:21:26+00:00,越南簽證,2026-04-08,501,115,2026-04-08 09:21:26,其他,t1,False,False,False,False,False,0,False
3870743113854159300_63049343336,edmundtyc,False,"喺各位擔心簽證冇5年申請唔到永住
或者經營簽更新唔到之際
務實嘅朋友￼￼￼￼已經行動中
帶年上「永住妹」返越南見家長 🙏🏻￼￼",20,3,1,0,7,False,https://www.threads.net/@edmundtyc/post/DW3pFqeEQnE,1775648686,2026-04-08 11:44:46+00:00,越南簽證,2026-04-08,63,31,2026-04-08 19:44:46,商案文,t1,False,False,False,False,False,0,True
3871163415124868808_67654737002,happy_saigon_,False,"一天搞定越南銀行＋證券開戶 ✅
只要護照、有效簽證
很多人問我流程怎麼跑？其實選對方法，真的沒想像中複雜。越南市場的成長機會就在那裡，與其在外面摸索，不如直接跟著有經驗的人跑一遍。
📍 想了解流程/預約時間：
直接掃描下方 LINE（附 QR code）
小叮嚀：
2026 年越南電子簽（E-visa）可以開戶，但每間銀行分行的審核標準偶爾會變動（有些分行會要求簽證效期剩餘天數）。記得提醒他們簽證日期要留夠喲。",3,1,0,0,0,False,https://www.threads.net/@happy_saigon_/post/DW5Ip2iAX7I,1775698662,2026-04-09 01:37:42+00:00,越南簽證,2026-04-09,207,4,2026-04-09 09:37:42,其他,t1,False,True,False,False,False,1,False
3871711300951350096_74408475320,reealko0426,False,"最近要來越南，還在煩簽證問題？
或是已經在越南，需要處理出入境流程？

這邊提供一站式協助，讓你不用自己跑流程、不用擔心語言問題。

✔ 越南簽證辦理（旅遊 / 商務）
✔ 木牌口岸出入境協助（換籤 / 流程陪同）
✔ 專車接送（胡志明 ⇄ 口岸）
✔ 全程陪同，流程簡單輕鬆完成

適合：短期旅遊、長待、工作需求的人

📍 胡志明出發
🕒 時間可安排
💬 私訊了解詳細流程與費用

不用自己研究、不用踩雷
交給熟悉流程的人幫你處理會更省時間 👍",4,0,1,0,0,False,https://www.threads.net/@reealko0426/post/DW7FOo-EhtQ,1775763975,2026-04-09 19:46:15+00:00,越南簽證,2026-04-09,223,5,2026-04-10 03:46:15,其他,t1,True,False,False,False,False,1,False
3871182161576185406_63397622497,eatinglife22,False,"記錄一下這次去峴港的小細節1
、、、、
✦︎ 時間：2026/01/15-01/20
✦︎ 搭乘虎航
✦︎ 價格：6595/人(包含去程20公斤行李*1，回程*2)
、、、、
✦︎ 峴港國際機場DAD入境 ✦︎
✧︎ 需準備
1.印出來的電子簽證(E-Visa)
可透過官網直接線上辦理電子簽證，建議一個月前就先申請，因為審核簽證需要時間，如果中間審核期間需要更改或重填資料，會拉長取得簽證的時間喔。
、、
✧︎ 機場換匯
因為一出機場的時候已經接近晚上8點，到市區換匯會趕不上營業時間，所以有在出機場外的左手邊換錢所先換了2000元台幣，很多間還有營業，比了一下匯率，最後是找第一間大約在1:790左右，還算沒有差很多。
、、
✧︎ 交通
Grab打天下，最後兩天有跟飯店租機車，一天約台幣300元。租機車之後再寫個比較詳細的介紹。
、、
✦︎ 峴港國際機場DAD出境 ✦︎
峴港機場離市區很近，但建議還是抓約兩小時到機場
海關很慢很慢很慢，大家排隊也沒有順序很常被插隊。
免稅店比價後，還是市區便宜，所以伴手禮可以在市區先買齊😂
、、
我們兩個都很喜歡越南的風情跟悠閒，食物又好吃，下次還去✌️",3,0,0,0,1,False,https://www.threads.net/@eatinglife22/post/DW5M6phk84-,1775700932,2026-04-09 02:15:32+00:00,越南簽證,2026-04-09,499,4,2026-04-09 10:15:32,其他,t1,False,False,False,False,False,0,False
3871359635035242709_77850737190,fox_gambler,False,有長期簽證才行北中南跑，90天旅遊簽只能跨國跑。五星級酒店還是澳門舒服。,1,1,0,0,0,True,https://www.threads.net/@fox_gambler/post/DW51ROkD8DV,1775722053,2026-04-09 08:07:33+00:00,越南簽證,2026-04-09,36,2,2026-04-09 16:07:33,其他,t1,False,False,False,False,False,0,False
3871444494554684262_63428574336,prettylittlevanity.co,False,"看到最近越南品牌越做越好 
很多設計款精緻又不貴
正想說不然夏季不賣韓貨去越南看看
馬上看到有人分享越南過海關的怪事
到底是能不能去呀~~~",26,29,0,0,2,False,https://www.threads.net/@prettylittlevanity.co/post/DW6IkGJkttm,1775732169,2026-04-09 10:56:09+00:00,越南簽證,2026-04-09,70,57,2026-04-09 18:56:09,其他,t2,False,False,False,False,False,0,False
3871314276741993193_71599757289,jason.wu.756,False,羨慕博弈特長，越南很多五星酒店都可以，這樣北中南可以輪著住,2,1,0,0,0,True,https://www.threads.net/@jason.wu.756/post/DW5q9LXGtLp,1775716646,2026-04-09 06:37:26+00:00,越南簽證,2026-04-09,29,3,2026-04-09 14:37:26,其他,t2,False,False,False,False,False,0,False
3870897099588698405_65222445038,hengg.409,False,今天是幾月幾號呢？,488,254,0,0,7,False,https://www.threads.net/@hengg.409/post/DW4MGc3EwEl,1775666914,2026-04-08 16:48:34+00:00,越南簽證,2026-04-08,9,749,2026-04-09 00:48:34,其他,t2,False,False,False,False,False,0,False
3872043193592356725_67175971497,dongwa1104,False,一攤位於越南的石板烤香腸，有人想去試試嗎？？,28433,832,486,21,10463,False,https://www.threads.net/@dongwa1104/post/DW8QsUFCp91,1775803553,2026-04-10 06:45:53+00:00,越南簽證,2026-04-10,22,40235,2026-04-10 14:45:53,其他,t2,False,False,False,False,False,0,False
3872005165524744676_78031683296,immigration.lawyer_maruyama,False,"簡單講就是，4月15日之後，只要是需要用日文跟人溝通的工作，基本上都要N2以上，而且重點其實在怎麼認定是不是對人業務。

但老實說，這個規定對台灣人跟中國人真的比較有利，因為有漢字基礎，N2雖然難但還算可達成。反過來說，像越南、印尼這些國家的人，要考到N2就真的很硬，門檻直接被拉很高😓

所以表面是提升服務品質，但其實也有點在拉大不同國籍之間的差距。

大家怎麼看這個新規定呢？",21,6,0,0,0,False,https://www.threads.net/@immigration.lawyer_maruyama/post/DW8IC7rlHnk,1775799006,2026-04-10 05:30:06+00:00,越南簽證,2026-04-10,190,27,2026-04-10 13:30:06,商案文,t2,False,False,False,False,False,0,True
3872253568657390892_63081331161,wei_6201,False,"越南簽證
歡迎詢問",0,0,0,0,0,False,https://www.threads.net/@wei_6201/post/DW9AhrID_0s,1775828618,2026-04-10 13:43:38+00:00,越南簽證,2026-04-10,9,0,2026-04-10 21:43:38,商案文,t1,True,False,False,False,False,1,True
3872283285091101424_65934968759,kilakila_77777,False,"是說突然想到移工跟一般來台灣用工作簽證的人
有什麼不一樣啊🤔

然後......好差別待遇？？？

移工（外籍勞工/藍領）： 
指從事製造業、營造業、海洋漁撈、家庭看護工及家庭幫傭等體力勞動的基層人員。通常來自印尼、菲律賓、越南、泰國等國家。

一般工作簽證（白領/專業人才）：
指符合技術專業人士、主管、外國專業人員等，從事商務、技術服務、教育、藝術等工作的人才。",0,2,0,0,0,False,https://www.threads.net/@kilakila_77777/post/DW9HSGtiarw,1775832161,2026-04-10 14:42:41+00:00,越南簽證,2026-04-10,183,2,2026-04-10 22:42:41,其他,t1,False,False,False,False,False,0,False
3871951845190650762_71852856381,peggychi_hsu,False,"google查 在台印度人已有近1萬人
這個1萬人到目前為止 有造成你恐慌嗎?
要反對 麻煩 越南 印尼 菲律賓 泰國全部禁一禁
不要只歧視印度
台灣的工作只留給台灣人做",29,2,1,0,0,True,https://www.threads.net/@peggychi_hsu/post/DW777BQAcuK,1775792650,2026-04-10 03:44:10+00:00,越南簽證,2026-04-10,85,32,2026-04-10 11:44:10,其他,t2,False,False,False,False,False,0,False
3872269699481481843_40560585733,chenjian42842,False,"為什麼不喜歡就是歧視？
不喜歡是滷肉飯就是歧視？
你覺得是那也ok
台灣明明已經有越南、泰國、印尼、菲律賓、馬來西亞各個國家都有了，還可以持續引進
那些聲稱接觸過印度人 去旅遊過的，都說印度人很好，要過來的都是優秀人才保證不會亂來的
你相信嗎？產品要洗產地我不會嗎？
況且你們只是去旅遊待過，不是長期居住在印度超過20年那種
那些支持的也都是居住在都會區，沒有被打擾過的時候，看看現在各縣市的工業區、郊區，都是外籍移工，居住在這邊的國民都很困擾，無照駕駛、亂放鞭炮、隨地大小便都有
尤其現在黑工多已經找不到了，要再怎麼相信政府的把關？
反正現在是民進黨政府開的第一槍，不是藍白的鍋",116,50,5,0,0,False,https://www.threads.net/@chenjian42842/post/DW9EMaIGjJz,1775830541,2026-04-10 14:15:41+00:00,越南簽證,2026-04-10,290,171,2026-04-10 22:15:41,其他,t2,False,False,False,False,False,0,False
3872439336596367723_67556616223,hosutw,False,"你可以談的很廣！不給我想針對印度移工問題就行了！基本上印度人等於強姦我是覺得就是假消息。畢竟聘什麼人？條件？給的什麼簽證都還沒出來！不能扣這個帽子！
美國給印度是給H-1B：專業技術工作簽證 (最核心群體)這是印度人在美國最主要的簽證類型。通通都是高技術白領！專業、收入還比美國人高就跟這些犯罪扯不上邊！矽谷的科技巨頭（Google, Microsoft, Nvidia）有大量印度籍員工是持此簽證。如果台灣目前的半導體生態拓展太快缺少人力！你覺得這些人材去國際公司上班的管理跟員工水平可以跟外面給人力仲介公司（或者人頭公司）找的低階工作或者民營公司一樣嗎？

先擔心自己周邊的人虐童、性侵案件可能還實在點。至於印度移工會不會到處強姦人我是覺得就太扯了😮‍💨",0,1,0,0,0,True,https://www.threads.net/@hosutw/post/DW9qw9AE2lr,1775850763,2026-04-10 19:52:43+00:00,越南簽證,2026-04-10,329,1,2026-04-11 03:52:43,其他,t1,False,False,False,False,False,0,False
3871950845797781523_63248821980,gromacs_mzy,False,其實有一個悖論，外勞薪資越低、越沒有人權，反而他們就業的時候比本土台灣人更有優勢。要知道越南 印尼 馬來西亞 人論吃苦程度遠遠超過台灣人，現在薪資又低，還不用幫他們繳健保，你是雇主你會顧誰？ 哪怕高科技產業，印度人 孟加拉國人 馬來西亞人的智力不弱的，很多電機系畢業生競爭力並不比頂大弱，如果他們薪資還低，企業會雇用誰？,4,3,0,0,0,True,https://www.threads.net/@gromacs_mzy/post/DW77sefjNAT,1775792531,2026-04-10 03:42:11+00:00,越南簽證,2026-04-10,160,7,2026-04-10 11:42:11,其他,t2,False,False,False,False,False,0,False
